roi,geometry,landsat_total,landsat_success,landsat_failed,modis_total,modis_success,modis_failed,imagery_downloaded
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J3,"{'type': 'Polygon', 'coordinates': [[[-108.84221976469465, 39.304250173297014], [-108.79862871419941, 39.29587121169658], [-108.78780085075468, 39.32959760528296], [-108.83139196388085, 39.33797251604748], [-108.84221976469465, 39.304250173297014]]]}",725.0,725.0,0.0,2104.0,2104.0,0.0,2023-08-21 03:03:10.824499
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J4,"{'type': 'Polygon', 'coordinates': [[[-108.79862871419941, 39.29587121169658], [-108.75503756403648, 39.28749122219262], [-108.7442097477974, 39.32122163916446], [-108.78780085075468, 39.32959760528296], [-108.79862871419941, 39.29587121169658]]]}",962.0,962.0,0.0,2303.0,2303.0,0.0,2023-08-21 14:07:22.577192
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J12,"{'type': 'Polygon', 'coordinates': [[[-108.44989986894814, 39.228803166203264], [-108.40630871554522, 39.22041519207921], [-108.39548097277039, 39.25417789959416], [-108.4390720155509, 39.26256193402744], [-108.44989986894814, 39.228803166203264]]]}",784.0,784.0,0.0,2159.0,2159.0,0.0,2023-08-22 00:15:34.405937
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J13,"{'type': 'Polygon', 'coordinates': [[[-108.40630871554522, 39.22041519207921], [-108.3627176167554, 39.212026198907374], [-108.35188982283971, 39.245792939893725], [-108.39548097277039, 39.25417789959416], [-108.40630871554522, 39.22041519207921]]]}",832.0,832.0,0.0,2195.0,2195.0,0.0,2023-08-22 11:20:43.819628
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J14,"{'type': 'Polygon', 'coordinates': [[[-108.3627176167554, 39.212026198907374], [-108.31912655989584, 39.20363614115138], [-108.30829873420387, 39.23740697989873], [-108.35188982283971, 39.245792939893725], [-108.3627176167554, 39.212026198907374]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J15,"{'type': 'Polygon', 'coordinates': [[[-108.31912655989584, 39.20363614115138], [-108.27553544185686, 39.19524514122609], [-108.26470760376931, 39.229019988644254], [-108.30829873420387, 39.23740697989873], [-108.31912655989584, 39.20363614115138]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/J16,"{'type': 'Polygon', 'coordinates': [[[-108.27553544185686, 39.19524514122609], [-108.23194434066728, 39.18685313868782], [-108.22111650957487, 39.220631982377725], [-108.26470760376931, 39.229019988644254], [-108.27553544185686, 39.19524514122609]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I1,"{'type': 'Polygon', 'coordinates': [[[-108.9185741837646, 39.35471944109233], [-108.87498310060607, 39.34634649237609], [-108.86415531212691, 39.38004853355622], [-108.9077464008406, 39.38841742400845], [-108.9185741837646, 39.35471944109233]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I2,"{'type': 'Polygon', 'coordinates': [[[-108.87498310060607, 39.34634649237609], [-108.83139196388085, 39.33797251604748], [-108.82056418900721, 39.37167867956045], [-108.86415531212691, 39.38004853355622], [-108.87498310060607, 39.34634649237609]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I3,"{'type': 'Polygon', 'coordinates': [[[-108.83139196388085, 39.33797251604748], [-108.78780085075468, 39.32959760528296], [-108.77697310865666, 39.363307726056746], [-108.82056418900721, 39.37167867956045], [-108.83139196388085, 39.33797251604748]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I4,"{'type': 'Polygon', 'coordinates': [[[-108.78780085075468, 39.32959760528296], [-108.7442097477974, 39.32122163916446], [-108.73338196702564, 39.354935796368494], [-108.77697310865666, 39.363307726056746], [-108.78780085075468, 39.32959760528296]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I11,"{'type': 'Polygon', 'coordinates': [[[-108.48266314500601, 39.27094490586943], [-108.4390720155509, 39.26256193402744], [-108.42824423107356, 39.296304351060265], [-108.47183535498189, 39.30468328151239], [-108.48266314500601, 39.27094490586943]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I12,"{'type': 'Polygon', 'coordinates': [[[-108.4390720155509, 39.26256193402744], [-108.39548097277039, 39.25417789959416], [-108.38465312261503, 39.28792443704638], [-108.42824423107356, 39.296304351060265], [-108.4390720155509, 39.26256193402744]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I13,"{'type': 'Polygon', 'coordinates': [[[-108.39548097277039, 39.25417789959416], [-108.35188982283971, 39.245792939893725], [-108.34106201689762, 39.27954349403671], [-108.38465312261503, 39.28792443704638], [-108.39548097277039, 39.25417789959416]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I14,"{'type': 'Polygon', 'coordinates': [[[-108.35188982283971, 39.245792939893725], [-108.30829873420387, 39.23740697989873], [-108.29747090129926, 39.271161553075004], [-108.34106201689762, 39.27954349403671], [-108.35188982283971, 39.245792939893725]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I15,"{'type': 'Polygon', 'coordinates': [[[-108.30829873420387, 39.23740697989873], [-108.26470760376931, 39.229019988644254], [-108.25387976328535, 39.26277864513401], [-108.29747090129926, 39.271161553075004], [-108.30829873420387, 39.23740697989873]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/I16,"{'type': 'Polygon', 'coordinates': [[[-108.26470760376931, 39.229019988644254], [-108.22111650957487, 39.220631982377725], [-108.21028868090477, 39.25439463316161], [-108.25387976328535, 39.26277864513401], [-108.26470760376931, 39.229019988644254]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H1,"{'type': 'Polygon', 'coordinates': [[[-108.9077464008406, 39.38841742400845], [-108.86415531212691, 39.38004853355622], [-108.85332745535145, 39.41373438837068], [-108.89691854485456, 39.42209922270337], [-108.9077464008406, 39.38841742400845]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H2,"{'type': 'Polygon', 'coordinates': [[[-108.86415531212691, 39.38004853355622], [-108.82056418900721, 39.37167867956045], [-108.80973635060546, 39.40536850184621], [-108.85332745535145, 39.41373438837068], [-108.86415531212691, 39.38004853355622]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H3,"{'type': 'Polygon', 'coordinates': [[[-108.82056418900721, 39.37167867956045], [-108.77697310865666, 39.363307726056746], [-108.76614530780112, 39.39700165623027], [-108.80973635060546, 39.40536850184621], [-108.82056418900721, 39.37167867956045]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H4,"{'type': 'Polygon', 'coordinates': [[[-108.77697310865666, 39.363307726056746], [-108.73338196702564, 39.354935796368494], [-108.72255413227455, 39.38863376086971], [-108.76614530780112, 39.39700165623027], [-108.77697310865666, 39.363307726056746]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H11,"{'type': 'Polygon', 'coordinates': [[[-108.47183535498189, 39.30468328151239], [-108.42824423107356, 39.296304351060265], [-108.41741642615017, 39.330030560843525], [-108.46100753971068, 39.33840545196863], [-108.47183535498189, 39.30468328151239]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H12,"{'type': 'Polygon', 'coordinates': [[[-108.42824423107356, 39.296304351060265], [-108.38465312261503, 39.28792443704638], [-108.373825347363, 39.32165467381867], [-108.41741642615017, 39.330030560843525], [-108.42824423107356, 39.296304351060265]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H13,"{'type': 'Polygon', 'coordinates': [[[-108.38465312261503, 39.28792443704638], [-108.34106201689762, 39.27954349403671], [-108.33023420012479, 39.31327776019292], [-108.373825347363, 39.32165467381867], [-108.38465312261503, 39.28792443704638]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/H14,"{'type': 'Polygon', 'coordinates': [[[-108.34106201689762, 39.27954349403671], [-108.29747090129926, 39.271161553075004], [-108.28664306237825, 39.30489983622138], [-108.33023420012479, 39.31327776019292], [-108.34106201689762, 39.27954349403671]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G1,"{'type': 'Polygon', 'coordinates': [[[-108.89691854485456, 39.42209922270337], [-108.85332745535145, 39.41373438837068], [-108.84249971278125, 39.44740392579555], [-108.88609079832723, 39.4557647061018], [-108.89691854485456, 39.42209922270337]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G2,"{'type': 'Polygon', 'coordinates': [[[-108.85332745535145, 39.41373438837068], [-108.80973635060546, 39.40536850184621], [-108.79890854051098, 39.43904209617371], [-108.84249971278125, 39.44740392579555], [-108.85332745535145, 39.41373438837068]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G3,"{'type': 'Polygon', 'coordinates': [[[-108.80973635060546, 39.40536850184621], [-108.76614530780112, 39.39700165623027], [-108.75531744937742, 39.43067929507917], [-108.79890854051098, 39.43904209617371], [-108.80973635060546, 39.40536850184621]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G4,"{'type': 'Polygon', 'coordinates': [[[-108.76614530780112, 39.39700165623027], [-108.72255413227455, 39.38863376086971], [-108.71172633536023, 39.422315416856605], [-108.75531744937742, 39.43067929507917], [-108.76614530780112, 39.39700165623027]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G7,"{'type': 'Polygon', 'coordinates': [[[-108.63537196433153, 39.371894994877444], [-108.59178085488472, 39.363524126224846], [-108.58095299535883, 39.39721789621259], [-108.62454416683128, 39.40558475468571], [-108.63537196433153, 39.371894994877444]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G8,"{'type': 'Polygon', 'coordinates': [[[-108.59178085488472, 39.363524126224846], [-108.54818974119172, 39.35515222773319], [-108.53736192950142, 39.38885005704946], [-108.58095299535883, 39.39721789621259], [-108.59178085488472, 39.363524126224846]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G9,"{'type': 'Polygon', 'coordinates': [[[-108.54818974119172, 39.35515222773319], [-108.50459861025168, 39.346779330809916], [-108.49377086566562, 39.380481207191245], [-108.53736192950142, 39.38885005704946], [-108.54818974119172, 39.35515222773319]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G11,"{'type': 'Polygon', 'coordinates': [[[-108.46100753971068, 39.33840545196863], [-108.41741642615017, 39.330030560843525], [-108.4065886019752, 39.36374053891621], [-108.45017970038622, 39.372111392783665], [-108.46100753971068, 39.33840545196863]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G12,"{'type': 'Polygon', 'coordinates': [[[-108.41741642615017, 39.330030560843525], [-108.373825347363, 39.32165467381867], [-108.36299746712635, 39.35536869156493], [-108.4065886019752, 39.36374053891621], [-108.41741642615017, 39.330030560843525]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/G13,"{'type': 'Polygon', 'coordinates': [[[-108.373825347363, 39.32165467381867], [-108.33023420012479, 39.31327776019292], [-108.31940637371697, 39.346995790541946], [-108.36299746712635, 39.35536869156493], [-108.373825347363, 39.32165467381867]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F1,"{'type': 'Polygon', 'coordinates': [[[-108.88609079832723, 39.4557647061018], [-108.84249971278125, 39.44740392579555], [-108.83167190428097, 39.481057152020746], [-108.87526298110288, 39.48941395669007], [-108.88609079832723, 39.4557647061018]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F2,"{'type': 'Polygon', 'coordinates': [[[-108.84249971278125, 39.44740392579555], [-108.79890854051098, 39.43904209617371], [-108.788080759905, 39.47269943824959], [-108.83167190428097, 39.481057152020746], [-108.84249971278125, 39.44740392579555]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F3,"{'type': 'Polygon', 'coordinates': [[[-108.79890854051098, 39.43904209617371], [-108.75531744937742, 39.43067929507917], [-108.74448962520891, 39.46434060330554], [-108.788080759905, 39.47269943824959], [-108.79890854051098, 39.43904209617371]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F4,"{'type': 'Polygon', 'coordinates': [[[-108.75531744937742, 39.43067929507917], [-108.71172633536023, 39.422315416856605], [-108.70089857746498, 39.455980816436075], [-108.74448962520891, 39.46434060330554], [-108.75531744937742, 39.43067929507917]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F6,"{'type': 'Polygon', 'coordinates': [[[-108.66813527579137, 39.413950554482646], [-108.62454416683128, 39.40558475468571], [-108.61371632729302, 39.439258268886654], [-108.65730742214443, 39.447620063224875], [-108.66813527579137, 39.413950554482646]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F7,"{'type': 'Polygon', 'coordinates': [[[-108.62454416683128, 39.40558475468571], [-108.58095299535883, 39.39721789621259], [-108.57012518917843, 39.430895479956966], [-108.61371632729302, 39.439258268886654], [-108.62454416683128, 39.40558475468571]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F8,"{'type': 'Polygon', 'coordinates': [[[-108.58095299535883, 39.39721789621259], [-108.53736192950142, 39.38885005704946], [-108.52653408535475, 39.422531636566994], [-108.57012518917843, 39.430895479956966], [-108.58095299535883, 39.39721789621259]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F9,"{'type': 'Polygon', 'coordinates': [[[-108.53736192950142, 39.38885005704946], [-108.49377086566562, 39.380481207191245], [-108.48294300284606, 39.41416684652433], [-108.52653408535475, 39.422531636566994], [-108.53736192950142, 39.38885005704946]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F10,"{'type': 'Polygon', 'coordinates': [[[-108.49377086566562, 39.380481207191245], [-108.45017970038622, 39.372111392783665], [-108.4393519287601, 39.40580098834779], [-108.48294300284606, 39.41416684652433], [-108.49377086566562, 39.380481207191245]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F11,"{'type': 'Polygon', 'coordinates': [[[-108.45017970038622, 39.372111392783665], [-108.4065886019752, 39.36374053891621], [-108.39576085028936, 39.39743416967993], [-108.4393519287601, 39.40580098834779], [-108.45017970038622, 39.372111392783665]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F12,"{'type': 'Polygon', 'coordinates': [[[-108.4065886019752, 39.36374053891621], [-108.36299746712635, 39.35536869156493], [-108.35216966417767, 39.38906635994974], [-108.39576085028936, 39.39743416967993], [-108.4065886019752, 39.36374053891621]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/F13,"{'type': 'Polygon', 'coordinates': [[[-108.36299746712635, 39.35536869156493], [-108.31940637371697, 39.346995790541946], [-108.3085786293925, 39.38069754601129], [-108.35216966417767, 39.38906635994974], [-108.36299746712635, 39.35536869156493]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E1,"{'type': 'Polygon', 'coordinates': [[[-108.87526298110288, 39.48941395669007], [-108.83167190428097, 39.481057152020746], [-108.8208440310389, 39.51469419533277], [-108.86443518503097, 39.52304693505248], [-108.87526298110288, 39.48941395669007]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E2,"{'type': 'Polygon', 'coordinates': [[[-108.83167190428097, 39.481057152020746], [-108.788080759905, 39.47269943824959], [-108.77725291932725, 39.50634044277968], [-108.8208440310389, 39.51469419533277], [-108.83167190428097, 39.481057152020746]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E3,"{'type': 'Polygon', 'coordinates': [[[-108.788080759905, 39.47269943824959], [-108.74448962520891, 39.46434060330554], [-108.73366183647758, 39.49798570929293], [-108.77725291932725, 39.50634044277968], [-108.788080759905, 39.47269943824959]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E4,"{'type': 'Polygon', 'coordinates': [[[-108.74448962520891, 39.46434060330554], [-108.70089857746498, 39.455980816436075], [-108.69007076915044, 39.489629950437774], [-108.73366183647758, 39.49798570929293], [-108.74448962520891, 39.46434060330554]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E5,"{'type': 'Polygon', 'coordinates': [[[-108.70089857746498, 39.455980816436075], [-108.65730742214443, 39.447620063224875], [-108.64647961347625, 39.48127321290737], [-108.69007076915044, 39.489629950437774], [-108.70089857746498, 39.455980816436075]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E6,"{'type': 'Polygon', 'coordinates': [[[-108.65730742214443, 39.447620063224875], [-108.61371632729302, 39.439258268886654], [-108.60288853750778, 39.472915421960096], [-108.64647961347625, 39.48127321290737], [-108.65730742214443, 39.447620063224875]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E7,"{'type': 'Polygon', 'coordinates': [[[-108.61371632729302, 39.439258268886654], [-108.57012518917843, 39.430895479956966], [-108.55929743752763, 39.46455670044893], [-108.60288853750778, 39.472915421960096], [-108.61371632729302, 39.439258268886654]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E8,"{'type': 'Polygon', 'coordinates': [[[-108.57012518917843, 39.430895479956966], [-108.52653408535475, 39.422531636566994], [-108.51570630052204, 39.456196927141264], [-108.55929743752763, 39.46455670044893], [-108.57012518917843, 39.430895479956966]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E9,"{'type': 'Polygon', 'coordinates': [[[-108.52653408535475, 39.422531636566994], [-108.48294300284606, 39.41416684652433], [-108.4721152041271, 39.44783619483561], [-108.51570630052204, 39.456196927141264], [-108.52653408535475, 39.422531636566994]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E10,"{'type': 'Polygon', 'coordinates': [[[-108.48294300284606, 39.41416684652433], [-108.4393519287601, 39.40580098834779], [-108.42852413546329, 39.439474382119585], [-108.4721152041271, 39.44783619483561], [-108.48294300284606, 39.41416684652433]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E11,"{'type': 'Polygon', 'coordinates': [[[-108.4393519287601, 39.40580098834779], [-108.39576085028936, 39.39743416967993], [-108.3849329911926, 39.4311116113547], [-108.42852413546329, 39.439474382119585], [-108.4393519287601, 39.40580098834779]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E12,"{'type': 'Polygon', 'coordinates': [[[-108.39576085028936, 39.39743416967993], [-108.35216966417767, 39.38906635994974], [-108.34134193970368, 39.42274780770512], [-108.3849329911926, 39.4311116113547], [-108.39576085028936, 39.39743416967993]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/E13,"{'type': 'Polygon', 'coordinates': [[[-108.35216966417767, 39.38906635994974], [-108.3085786293925, 39.38069754601129], [-108.29775078729972, 39.414383031692566], [-108.34134193970368, 39.42274780770512], [-108.35216966417767, 39.38906635994974]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D1,"{'type': 'Polygon', 'coordinates': [[[-108.86443518503097, 39.52304693505248], [-108.8208440310389, 39.51469419533277], [-108.81001627554211, 39.54831492501672], [-108.85360732063255, 39.556663556155435], [-108.86443518503097, 39.52304693505248]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D2,"{'type': 'Polygon', 'coordinates': [[[-108.8208440310389, 39.51469419533277], [-108.77725291932725, 39.50634044277968], [-108.76642511060602, 39.53996522298494], [-108.81001627554211, 39.54831492501672], [-108.8208440310389, 39.51469419533277]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D3,"{'type': 'Polygon', 'coordinates': [[[-108.77725291932725, 39.50634044277968], [-108.73366183647758, 39.49798570929293], [-108.72283408436543, 39.53161451260718], [-108.76642511060602, 39.53996522298494], [-108.77725291932725, 39.50634044277968]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D4,"{'type': 'Polygon', 'coordinates': [[[-108.73366183647758, 39.49798570929293], [-108.69007076915044, 39.489629950437774], [-108.67924291160706, 39.523262794717354], [-108.72283408436543, 39.53161451260718], [-108.73366183647758, 39.49798570929293]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D5,"{'type': 'Polygon', 'coordinates': [[[-108.69007076915044, 39.489629950437774], [-108.64647961347625, 39.48127321290737], [-108.63565185096998, 39.51491005575909], [-108.67924291160706, 39.523262794717354], [-108.69007076915044, 39.489629950437774]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D6,"{'type': 'Polygon', 'coordinates': [[[-108.64647961347625, 39.48127321290737], [-108.60288853750778, 39.472915421960096], [-108.59206070806253, 39.50655635737975], [-108.63565185096998, 39.51491005575909], [-108.64647961347625, 39.48127321290737]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D7,"{'type': 'Polygon', 'coordinates': [[[-108.60288853750778, 39.472915421960096], [-108.55929743752763, 39.46455670044893], [-108.54846965100488, 39.498201624867946], [-108.59206070806253, 39.50655635737975], [-108.60288853750778, 39.472915421960096]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D8,"{'type': 'Polygon', 'coordinates': [[[-108.55929743752763, 39.46455670044893], [-108.51570630052204, 39.456196927141264], [-108.50487848561338, 39.48984591949906], [-108.54846965100488, 39.498201624867946], [-108.55929743752763, 39.46455670044893]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D9,"{'type': 'Polygon', 'coordinates': [[[-108.51570630052204, 39.456196927141264], [-108.4721152041271, 39.44783619483561], [-108.46128738013078, 39.48148924280511], [-108.50487848561338, 39.48984591949906], [-108.51570630052204, 39.456196927141264]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D10,"{'type': 'Polygon', 'coordinates': [[[-108.4721152041271, 39.44783619483561], [-108.42852413546329, 39.439474382119585], [-108.41769632169014, 39.47313147344261], [-108.46128738013078, 39.48148924280511], [-108.4721152041271, 39.44783619483561]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D11,"{'type': 'Polygon', 'coordinates': [[[-108.42852413546329, 39.439474382119585], [-108.3849329911926, 39.4311116113547], [-108.37410520696896, 39.46477273372235], [-108.41769632169014, 39.47313147344261], [-108.42852413546329, 39.439474382119585]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D12,"{'type': 'Polygon', 'coordinates': [[[-108.3849329911926, 39.4311116113547], [-108.34134193970368, 39.42274780770512], [-108.33051411383435, 39.4564130399744], [-108.37410520696896, 39.46477273372235], [-108.3849329911926, 39.4311116113547]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/D13,"{'type': 'Polygon', 'coordinates': [[[-108.34134193970368, 39.42274780770512], [-108.29775078729972, 39.414383031692566], [-108.28692302967667, 39.4480522704396], [-108.33051411383435, 39.4564130399744], [-108.34134193970368, 39.42274780770512]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C1,"{'type': 'Polygon', 'coordinates': [[[-108.85360732063255, 39.556663556155435], [-108.81001627554211, 39.54831492501672], [-108.79918845767064, 39.58191934738289], [-108.84277957040933, 39.59026399398457], [-108.85360732063255, 39.556663556155435]]]}",,,,,,,
